User ID,Time,Code,Finished Votes
66,0:00:01.932182,q9wdL9wejP,1
65,0:00:02.933903,4y1aKrReQG,1
64,0:00:02.787349,1YQdJ62dOG,1
63,0:00:07.554317,xYRdG67bDz,1
62,0:13:16.013275,K4oeERva0B,12
58,0:02:49.313145,mxkazpYdJ0,12
56,0:01:44.337678,JX7axk9eyv,12
55,0:01:39.782975,7LDdwpRe1Y,12
52,0:06:02.102483,l4zbqx2apr,12
51,0:06:52.940645,k8mepY2aMy,12
50,0:01:07.775739,WJxbo2jagw,12
47,0:05:13.186961,OpnelY5aKB,12
46,0:23:08.039495,WpmbkR5azJ,12
43,0:10:50.449590,QnXe0vbxrL,12
